~id,~label,first_name,last_name,email,phone,date_of_birth,region,country,risk_score,created_date,customer_id,account_type,balance,currency,status,opened_date,device_type,operating_system,fingerprint,ip_address_id,first_seen,merchant_name,category,location,latitude,longitude,risk_tier,registration_date,address,geo_location,is_vpn,is_tor,isp,account_id,merchant_id,amount,timestamp,channel
T00091,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0053,M0023,39.98,2024-04-02T09:04:13.936507,online
T00092,Transaction,,,,,,,NG,,,,,,AUD,completed,,,,,,,,,Lagos,,,,,,,,,,A0132,M0014,30.13,2024-03-24T16:34:16.896468,atm
T00093,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0102,M0009,429.59,2024-04-14T16:11:02.887499,online
T00094,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0017,M0018,6.48,2024-05-19T04:24:52.703506,mobile
T00095,Transaction,,,,,,,NG,,,,,,AUD,completed,,,,,,,,,Lagos,,,,,,,,,,A0098,M0015,14.78,2024-04-29T18:49:36.428221,wire
T00096,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0090,M0004,7.92,2024-04-05T17:17:31.170405,pos
T00097,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0006,M0010,25.25,2024-03-17T18:24:43.780183,mobile
T00098,Transaction,,,,,,,NG,,,,,,AUD,completed,,,,,,,,,Lagos,,,,,,,,,,A0064,M0015,21.39,2024-06-18T16:06:38.191575,online
T00099,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0108,M0020,65.26,2024-01-09T19:26:59.782138,online
T00100,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0060,M0018,5.26,2024-02-22T08:33:37.557653,wire
T00101,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0083,M0008,20.57,2024-04-29T11:57:45.968522,pos
T00102,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0071,M0002,44.08,2024-05-13T01:45:41.050455,pos
T00103,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0110,M0018,23.92,2024-06-19T10:15:04.911515,mobile
T00104,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0082,M0023,27.05,2024-03-09T03:20:35.011950,wire
T00105,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0058,M0010,78.27,2024-03-24T19:22:52.654303,online
T00106,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0107,M0018,36.63,2024-02-16T03:42:03.904269,atm
T00107,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0116,M0028,18.7,2024-05-30T02:56:27.250707,online
T00108,Transaction,,,,,,,AU,,,,,,AUD,failed,,,,,,,,,Brisbane,,,,,,,,,,A0011,M0028,57.33,2024-02-09T06:43:11.172762,pos
T00109,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0086,M0010,31.27,2024-04-19T09:31:12.950538,pos
T00110,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0062,M0018,19.84,2024-03-25T09:23:31.206888,atm
T00111,Transaction,,,,,,,UK,,,,,,AUD,completed,,,,,,,,,London,,,,,,,,,,A0093,M0017,144.86,2024-05-25T07:26:07.458670,mobile
T00112,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0082,M0030,13.61,2024-01-09T06:35:16.461708,pos
T00113,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0005,M0009,43.11,2024-05-10T07:43:54.687297,atm
T00114,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0085,M0008,7.5,2024-03-31T08:57:56.301884,atm
T00115,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0126,M0024,58.71,2024-01-31T10:48:25.048849,atm
T00116,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0140,M0016,44.98,2024-01-14T10:53:28.706311,online
T00117,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0106,M0005,82.89,2024-05-07T23:56:40.505020,online
T00118,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0117,M0012,37.06,2024-01-04T00:39:30.186669,atm
T00119,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0074,M0001,33.62,2024-03-18T22:24:36.066559,pos
T00120,Transaction,,,,,,,UK,,,,,,AUD,completed,,,,,,,,,London,,,,,,,,,,A0025,M0017,13.54,2024-04-05T06:55:29.282083,atm
T00121,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0102,M0003,21.33,2024-04-12T06:22:10.129994,pos
T00122,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0021,M0021,6.55,2024-03-09T06:25:28.579785,mobile
T00123,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0003,M0023,8.56,2024-03-19T12:54:12.701394,atm
T00124,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0025,M0029,35.18,2024-02-08T06:23:44.486745,wire
T00125,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0012,M0030,217.74,2024-01-06T22:55:31.198752,atm
T00126,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0054,M0019,12.84,2024-04-12T13:43:37.473625,mobile
T00127,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0139,M0011,13.21,2024-05-23T01:55:25.256126,online
T00128,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0089,M0002,11.26,2024-01-14T18:13:23.747093,wire
T00129,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0102,M0025,12.47,2024-05-21T19:43:59.216632,mobile
T00130,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0092,M0018,163.76,2024-05-03T00:35:40.068726,mobile
T00131,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0076,M0026,18.85,2024-02-18T12:04:13.807942,mobile
T00132,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0040,M0024,23.21,2024-01-17T13:33:53.072123,atm
T00133,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0070,M0004,13.05,2024-03-22T05:46:36.958732,wire
T00134,Transaction,,,,,,,SG,,,,,,AUD,failed,,,,,,,,,Singapore,,,,,,,,,,A0027,M0001,4.98,2024-04-18T01:02:24.965402,atm
T00135,Transaction,,,,,,,AU,,,,,,AUD,pending,,,,,,,,,Sydney,,,,,,,,,,A0004,M0010,14.83,2024-05-11T04:43:17.970554,wire
T00136,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0063,M0019,38.02,2024-01-31T16:18:56.092842,atm
T00137,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0127,M0005,6.75,2024-03-17T05:16:06.830299,mobile
T00138,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0093,M0009,32.38,2024-03-23T20:57:03.360032,pos
T00139,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0102,M0011,102.93,2024-06-05T01:23:22.059948,mobile
T00140,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0035,M0010,13.49,2024-06-23T14:06:43.785806,atm
T00141,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0126,M0019,78.34,2024-02-20T17:37:25.810466,mobile
T00142,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0145,M0007,50.29,2024-05-03T09:21:34.841942,wire
T00143,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0119,M0023,1.73,2024-05-30T11:05:17.437336,online
T00144,Transaction,,,,,,,UK,,,,,,AUD,completed,,,,,,,,,London,,,,,,,,,,A0105,M0022,32.99,2024-02-13T19:20:23.828503,pos
T00145,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0097,M0003,25.51,2024-04-15T09:16:04.870113,wire
T00146,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0108,M0018,302.3,2024-04-17T11:33:13.802161,online
T00147,Transaction,,,,,,,UK,,,,,,AUD,reversed,,,,,,,,,London,,,,,,,,,,A0064,M0022,49.73,2024-04-20T21:28:22.107536,wire
T00148,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0103,M0025,6.04,2024-01-20T04:13:23.275837,online
T00149,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0131,M0024,36.32,2024-04-14T02:49:21.252312,mobile
T00150,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0119,M0025,109.3,2024-01-28T06:50:09.552094,online
T00151,Transaction,,,,,,,NG,,,,,,AUD,completed,,,,,,,,,Lagos,,,,,,,,,,A0076,M0014,414.7,2024-03-04T01:08:22.796464,atm
T00152,Transaction,,,,,,,UK,,,,,,AUD,completed,,,,,,,,,London,,,,,,,,,,A0053,M0017,30.97,2024-03-20T07:23:34.209089,mobile
T00153,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0077,M0002,68.14,2024-06-02T16:50:16.637841,online
T00154,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0043,M0030,14.91,2024-04-11T07:59:01.858617,mobile
T00155,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0104,M0021,5.44,2024-03-19T05:11:31.420870,online
T00156,Transaction,,,,,,,NG,,,,,,AUD,completed,,,,,,,,,Lagos,,,,,,,,,,A0051,M0015,45.18,2024-05-07T13:22:17.456625,pos
T00157,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0017,M0019,12.73,2024-03-23T19:35:56.522629,atm
T00158,Transaction,,,,,,,UK,,,,,,AUD,completed,,,,,,,,,London,,,,,,,,,,A0126,M0017,133.88,2024-03-11T08:14:56.217858,mobile
T00159,Transaction,,,,,,,AU,,,,,,AUD,pending,,,,,,,,,Brisbane,,,,,,,,,,A0090,M0012,212.5,2024-05-27T06:52:44.315434,atm
T00160,Transaction,,,,,,,UK,,,,,,AUD,completed,,,,,,,,,London,,,,,,,,,,A0022,M0022,20.28,2024-05-05T12:17:18.013978,wire
T00161,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0036,M0019,24.68,2024-04-25T00:37:08.879170,pos
T00162,Transaction,,,,,,,AU,,,,,,AUD,failed,,,,,,,,,Sydney,,,,,,,,,,A0126,M0010,11.24,2024-03-22T15:08:53.580924,online
T00163,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0003,M0016,228.31,2024-03-30T14:08:56.468874,mobile
T00164,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0114,M0016,6.85,2024-05-24T01:18:23.703959,pos
T00165,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0071,M0008,36.35,2024-03-23T18:36:14.782737,mobile
T00166,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0029,M0019,94.74,2024-05-28T21:25:18.733249,online
T00167,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0113,M0018,12.09,2024-05-13T05:08:05.649074,pos
T00168,Transaction,,,,,,,NG,,,,,,AUD,completed,,,,,,,,,Lagos,,,,,,,,,,A0009,M0015,3.4,2024-05-04T17:35:46.688689,wire
T00169,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0043,M0020,12.99,2024-02-07T10:57:33.044204,online
T00170,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0137,M0009,42.09,2024-06-26T04:46:36.045892,atm
T00171,Transaction,,,,,,,AU,,,,,,AUD,reversed,,,,,,,,,Brisbane,,,,,,,,,,A0069,M0028,44.58,2024-05-27T13:08:45.078401,pos
T00172,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0106,M0030,9.44,2024-04-28T17:12:48.341067,pos
T00173,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0083,M0027,25.6,2024-04-24T11:09:15.162530,mobile
T00174,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0020,M0021,456.73,2024-03-13T21:59:01.533203,atm
T00175,Transaction,,,,,,,NG,,,,,,AUD,completed,,,,,,,,,Lagos,,,,,,,,,,A0095,M0015,131.35,2024-01-01T10:44:35.094684,online
T00176,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0118,M0021,56.07,2024-01-12T11:06:30.600883,wire
T00177,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0110,M0027,14.72,2024-05-29T22:19:28.820856,atm
T00178,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0034,M0019,1.29,2024-06-07T15:55:43.830326,online
T00179,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0065,M0003,2.13,2024-01-30T23:02:27.397925,mobile
T00180,Transaction,,,,,,,NG,,,,,,AUD,completed,,,,,,,,,Lagos,,,,,,,,,,A0060,M0014,97.54,2024-01-01T04:43:08.051653,mobile
T00181,Transaction,,,,,,,UK,,,,,,AUD,completed,,,,,,,,,London,,,,,,,,,,A0058,M0017,299.36,2024-06-27T20:32:41.736166,mobile
T00182,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0123,M0003,17.94,2024-05-25T21:04:35.350131,online
T00183,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0077,M0005,9.08,2024-06-07T06:48:58.504665,pos
T00184,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0145,M0001,43.45,2024-03-04T13:33:34.022101,pos
T00185,Transaction,,,,,,,AU,,,,,,AUD,failed,,,,,,,,,Perth,,,,,,,,,,A0039,M0030,18.54,2024-06-04T15:40:37.944738,online
T00186,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0036,M0025,19.38,2024-05-23T04:26:13.258480,pos
T00187,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0022,M0008,43.59,2024-04-19T23:23:03.918081,online
T00188,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0078,M0007,35.68,2024-05-15T08:37:57.995121,atm
T00189,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0062,M0016,24.3,2024-04-25T11:49:46.707652,online
T00190,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0004,M0012,185.1,2024-03-07T03:21:06.259004,pos
T00191,Transaction,,,,,,,SG,,,,,,AUD,pending,,,,,,,,,Singapore,,,,,,,,,,A0019,M0001,39.74,2024-02-09T01:11:14.369708,online
T00192,Transaction,,,,,,,UK,,,,,,AUD,completed,,,,,,,,,London,,,,,,,,,,A0102,M0017,7.17,2024-05-18T20:19:33.034411,mobile
T00193,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0022,M0021,40.29,2024-02-20T05:19:11.438511,atm
T00194,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0053,M0026,11.54,2024-04-16T03:28:58.930054,online
T00195,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0112,M0024,112.84,2024-02-14T06:01:12.180565,mobile
T00196,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0015,M0010,90.0,2024-02-01T19:00:20.899528,online
T00197,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0003,M0006,32.74,2024-04-03T14:48:57.699329,atm
T00198,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0033,M0024,73.07,2024-06-09T10:35:08.578728,online
T00199,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0110,M0009,35.4,2024-06-25T11:37:11.111910,online
T00200,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0131,M0012,14.68,2024-05-19T23:20:27.502630,wire
T00201,Transaction,,,,,,,AU,,,,,,AUD,pending,,,,,,,,,Melbourne,,,,,,,,,,A0030,M0008,7.62,2024-06-15T13:27:50.805394,pos
T00202,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0010,M0018,293.53,2024-04-28T16:22:30.399481,pos
T00203,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0107,M0030,61.7,2024-01-15T02:20:29.154971,atm
T00204,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0014,M0006,10.21,2024-01-09T07:30:49.773016,mobile
T00205,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0120,M0028,1.84,2024-02-29T05:47:42.734322,wire
T00206,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0095,M0007,4.52,2024-05-13T20:43:05.110932,pos
T00207,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0127,M0025,276.68,2024-04-08T22:15:12.059628,pos
T00208,Transaction,,,,,,,SG,,,,,,AUD,reversed,,,,,,,,,Singapore,,,,,,,,,,A0105,M0001,14.28,2024-05-31T23:06:34.149445,online
T00209,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0001,M0025,282.78,2024-05-11T15:01:19.666538,online
T00210,Transaction,,,,,,,NG,,,,,,AUD,completed,,,,,,,,,Lagos,,,,,,,,,,A0061,M0014,32.54,2024-06-29T10:47:27.849650,atm
T00211,Transaction,,,,,,,US,,,,,,AUD,reversed,,,,,,,,,New York,,,,,,,,,,A0060,M0029,111.25,2024-06-11T02:23:26.059083,mobile
T00212,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0022,M0019,42.4,2024-06-23T12:33:51.067580,pos
T00213,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0081,M0030,262.24,2024-05-13T02:22:22.303166,atm
T00214,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0060,M0003,61.82,2024-01-20T02:58:38.159206,mobile
T00215,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0105,M0004,268.05,2024-02-07T13:58:18.350585,atm
T00216,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0031,M0003,3.51,2024-05-29T13:49:25.580675,wire
T00217,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0084,M0005,10.81,2024-03-05T09:20:47.507678,wire
T00218,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0077,M0009,73.53,2024-06-21T07:54:27.576152,mobile
T00219,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0141,M0008,65.92,2024-01-12T03:53:27.374788,pos
T00220,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0103,M0012,4.18,2024-06-15T01:18:35.129111,online
T00221,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0017,M0007,146.75,2024-01-24T07:28:13.759835,atm
T00222,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0119,M0002,6.66,2024-05-28T17:24:04.983322,mobile
T00223,Transaction,,,,,,,UK,,,,,,AUD,completed,,,,,,,,,London,,,,,,,,,,A0098,M0022,26.21,2024-06-13T09:40:24.649491,atm
T00224,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0039,M0002,61.15,2024-04-27T03:46:38.537974,mobile
T00225,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0141,M0016,9.44,2024-01-25T20:09:11.730318,pos
T00226,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0135,M0008,129.11,2024-05-23T20:48:43.506890,mobile
T00227,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0092,M0016,39.56,2024-06-14T04:40:08.256372,wire
T00228,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0070,M0006,3.14,2024-03-26T08:59:49.091237,atm
T00229,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0060,M0006,3.01,2024-02-18T05:47:35.853466,online
T00230,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0057,M0019,5.16,2024-06-01T23:38:22.559565,pos
T00231,Transaction,,,,,,,SG,,,,,,AUD,pending,,,,,,,,,Singapore,,,,,,,,,,A0082,M0026,71.12,2024-04-17T01:44:50.919396,atm
T00232,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0145,M0005,38.86,2024-06-27T19:53:56.320792,mobile
T00233,Transaction,,,,,,,US,,,,,,AUD,pending,,,,,,,,,New York,,,,,,,,,,A0045,M0016,41.0,2024-03-27T12:23:02.992538,atm
T00234,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0052,M0026,2.25,2024-06-15T07:11:01.464225,atm
T00235,Transaction,,,,,,,US,,,,,,AUD,failed,,,,,,,,,New York,,,,,,,,,,A0038,M0019,54.11,2024-01-21T01:50:20.585913,wire
T00236,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0019,M0012,115.16,2024-04-16T01:39:22.985343,atm
T00237,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0035,M0006,77.43,2024-04-25T16:58:17.280759,mobile
T00238,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Perth,,,,,,,,,,A0045,M0023,8.28,2024-02-01T17:43:38.930439,atm
T00239,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0076,M0005,87.67,2024-06-02T23:41:17.729823,wire
T00240,Transaction,,,,,,,AU,,,,,,AUD,pending,,,,,,,,,Perth,,,,,,,,,,A0082,M0030,170.01,2024-04-25T18:37:32.091499,online
T00241,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0037,M0011,64.25,2024-06-26T19:27:25.995819,pos
T00242,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0023,M0027,109.07,2024-06-09T11:37:22.332382,mobile
T00243,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Melbourne,,,,,,,,,,A0054,M0008,61.09,2024-05-22T10:48:53.663248,online
T00244,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0113,M0024,27.16,2024-03-15T22:29:57.288768,mobile
T00245,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0097,M0004,64.37,2024-02-10T19:55:52.925918,mobile
T00246,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0009,M0010,9.62,2024-06-09T17:10:24.337336,pos
T00247,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0141,M0029,146.42,2024-06-27T08:02:21.764447,mobile
T00248,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0111,M0021,15.67,2024-05-06T04:37:20.932821,wire
T00249,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0073,M0010,83.31,2024-01-28T19:11:40.831946,atm
T00250,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0023,M0010,196.08,2024-03-27T22:32:47.610688,online
T00251,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Sydney,,,,,,,,,,A0044,M0021,20.76,2024-06-01T17:19:58.292267,atm
T00252,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0121,M0016,100.08,2024-04-26T04:16:03.236717,mobile
T00253,Transaction,,,,,,,AU,,,,,,AUD,completed,,,,,,,,,Brisbane,,,,,,,,,,A0098,M0012,27.98,2024-05-31T12:16:12.357379,wire
T00254,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0025,M0003,201.24,2024-03-15T22:21:28.872262,wire
T00255,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0016,M0027,20.35,2024-06-23T18:41:12.287489,mobile
T00256,Transaction,,,,,,,US,,,,,,AUD,completed,,,,,,,,,New York,,,,,,,,,,A0061,M0016,16.71,2024-06-03T13:30:52.507325,online
T00257,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0133,M0026,4.22,2024-01-31T06:09:49.811944,pos
T00258,Transaction,,,,,,,SG,,,,,,AUD,completed,,,,,,,,,Singapore,,,,,,,,,,A0033,M0002,160.58,2024-02-16T16:15:30.052033,online
